status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
5281959998_10150659065069999,"Unlike the typical costumed characters in Times Square, these Stormtroopers didn’t ask for money.",‘Star Wars’ Fans Flock to Midnight Store Openings for New Toys,link,http://nyti.ms/1Ursh16,2015-09-04 09:40:01,2028,36,266
5281959998_10150659072019999,Apple is finally getting serious about pushing into our living rooms.,"With a Revamped TV, Apple Hopes to Camp in Your Home",link,http://nyti.ms/1Nf5rFD,2015-09-04 09:24:38,586,42,90
5281959998_10150659051704999,"Once, work was a major source of friendships. What happened? (via The New York Times Opinion)",Friends at Work? Not So Much,link,http://nyti.ms/1ilB2Zu,2015-09-04 08:56:08,2162,289,961
5281959998_10150659002004999,"""The migrant crisis in Europe is essentially self-inflicted. Had European countries sought serious solutions to political conflicts like the one in Syria, and dedicated enough time and resources to humanitarian assistance abroad, Europe would not be in this position today,” said Lina Khatib, a research associate at the University of London and until recently the head of the Carnegie Middle East Center in Beirut.",Exodus of Syrians Highlights Political Failure of the West,link,http://nyti.ms/1FniAVa,2015-09-04 08:25:45,3331,469,972
5281959998_10150659010939999,"The American economy added 173,000 jobs in August, a weaker showing than expected.",Slower Job Growth May Give Fed Pause on Raising Rates,link,http://nyti.ms/1Urj7BP,2015-09-04 07:37:28,739,110,112
5281959998_10150659007044999,"Breaking News: Deputy clerks at the Rowan County clerk’s office began issuing marriage licenses to same-sex couples on Friday, a day after their boss, Kim Davis, was jailed for refusing to do so.",Gay Couple Gets Marriage License From Kim Davis Deputy,link,http://nyti.ms/1XpkwYH,2015-09-04 07:30:30,16655,905,1436
5281959998_10150658998349999,"Quote of the Day: ""Now I don’t want anything. Even if you give me all the countries in the world, I don’t want them. What was precious is gone."" — Abdullah Kurdi, a Syrian Kurdish barber whose wife and two young sons drowned as they tried to cross from Turkey to Greece in a rubber raft.",Syria Refugee Recounts How He Tried to Save Sons and Wife From Drowning,link,http://nyti.ms/1XlykmO,2015-09-04 07:25:01,2098,160,703
5281959998_10150658838729999,"The once-vaunted relationship between the Chinese president, Xi Jinping, and Russia’s leader, Vladimir V. Putin, has come under strain as the economies of their countries have faltered.",Friendship Between Putin and Xi Becomes Strained as Economies Falter,link,http://nyti.ms/1JFPNza,2015-09-04 06:55:00,450,55,59
5281959998_10150658464439999,2015 was finally supposed to be the year for big wage increases. What happened?,This Was to Be the Year of Bigger Wage Gains. It’s Not.,link,http://nyti.ms/1XlBAyL,2015-09-04 05:55:15,310,70,43
5281959998_10150658767579999,"Ted Cruz said Kim Davis's jailing was an act of “judicial tyranny,” and in a statement called on “every Believer, every Constitutionalist, every lover of liberty to stand with Kim Davis.”",Candidates Respond to Kim Davis Case With Varying Intensity,link,http://nyti.ms/1JRNCFS,2015-09-04 04:55:00,1037,1223,304
5281959998_10150658838029999,A seminude painted woman was arrested by undercover officers along with her boyfriend on drug and prostitution charges.,"Times Square Topless Woman Is Arrested; 2 Others Are Assaulted, Police Say",link,http://nyti.ms/1JFPzrM,2015-09-04 03:55:01,307,65,34
5281959998_10150658265374999,"In some countries — particularly Syria, which once had one of the world's highest literacy rates — many children who ordinarily would be 3rd or 4th graders by now have rarely if ever been inside a classroom.",Unicef Warns of Lost Generation of War Children Out of School,link,http://nyti.ms/1JAtzwj,2015-09-04 02:55:00,1090,111,356
5281959998_10150658834484999,“The most important ingredient for a tech company is talent. It’s shortsighted to overlook talent anywhere.”,"Silicon Valley, Seeking Diversity, Focuses on Blacks",link,http://nyti.ms/1JFOxMs,2015-09-04 00:55:00,472,65,77
5281959998_10150658837219999,R2D2 may have competition as the most beloved robot on Star Wars.,BB-8 Droid Offers Hint of Coming Crush of ‘Star Wars’ Toys,link,http://nyti.ms/1JFPnJl,2015-09-04 00:25:01,709,33,113
5281959998_10150658829939999,"""Efforts to portray the 'Black Lives Matter' movement as inflammatory or anti-white ignore the long history of racism and violence against blacks in America,"" the Editorial Board argues in The New York Times Opinion.",The Truth of ‘Black Lives Matter’,link,http://nyti.ms/1JFOfVU,2015-09-03 23:55:00,6493,448,2215
5281959998_10150658343664999,This epic father-and-son bar crawl took the better part of a year and included a stop in a cluster known as the BARmuda Triangle.,Touring 109 Bars in Michigan’s Upper Peninsula,link,http://nyti.ms/1JQpEuE,2015-09-03 22:55:01,710,64,315
5281959998_10150658827984999,"“It really blows me away,” Bernie Sanders said of the coders donating their services. “The volunteers we’ve mobilized all over this country, especially all the young people, are helping our campaign move to the next level.”",Legion of Tech Volunteers Lead a Charge for Bernie Sanders,link,http://nyti.ms/1JFNeNL,2015-09-03 22:26:44,5586,119,643
5281959998_10150658807879999,"Kim Davis ""took an oath,” said Judge David Bunning, who has shown a willingness to make decisions at odds with his conservative pedigree. “Oaths mean things.”",Contentious Case Over Gay Rights Nothing New to a Kentucky Judge,link,http://nyti.ms/1JRUtPt,2015-09-03 21:55:01,2298,202,165
5281959998_10150658798729999,Most viewers know Narcos actor Pedro Pascal as Oberyn Martell on Game of Thrones. But here’s something you might not know: He’s really good at undercover drug deals.,From 'Game of Thrones' to the D.E.A.: Pedro Pascal on 'Narcos',link,http://nyti.ms/1JRRUge,2015-09-03 21:40:00,5355,189,361
5281959998_10150658783029999,Thursday was a good day for the New England Patriots and their fans. But Tom Brady still has some questions to answer.,A Ruling for Tom Brady Ignores the Biggest Question,link,http://nyti.ms/1JRQyCi,2015-09-03 21:25:01,573,159,79
5281959998_10150658702734999,"""Old age is not for sissies. Neither is old love, whether you’re in it or watching from the sidelines.""",Modern Love: My Father’s Last Romance,link,http://nyti.ms/1EEoBlK,2015-09-03 20:55:00,1779,46,331
5281959998_10150658761809999,The estate of A. Alfred Taubman could be one of the most valuable private art collections ever brought to auction.,Sotheby’s to Auction A. Alfred Taubman’s $500 Million Trove,link,http://nyti.ms/1JRLX2V,2015-09-03 20:40:00,342,15,97
5281959998_10150658725014999,"Australian Prime Minister Tony Abbott's policies on migrants have been inhumane, of dubious legality and strikingly at odds with the country’s tradition of welcoming people fleeing persecution, the Editorial Board writes in The New York Times Opinion.",Australia’s Brutal Treatment of Migrants,link,http://www.nytimes.com/2015/09/03/opinion/australias-brutal-treatment-of-migrants.html?smid=fb-nytimes&smtyp=cur,2015-09-03 20:25:00,2608,333,1034
5281959998_10150658708944999,Donald J. Trump revealed gaps in his mastery of international affairs during a radio interview.,Donald Trump Stumbles and Bristles During Foreign Policy Interview,link,http://nyti.ms/1EEpL0z,2015-09-03 19:55:01,7169,1353,2071
5281959998_10150658355494999,"Human rights advocates and Jewish groups expressed outrage, saying the numbers summoned memories of the Nazi era.",Czech Republic Criticized After Officers Mark Migrants With Numbers,link,http://nyti.ms/1Xl5tz3,2015-09-03 19:25:00,2983,498,983
5281959998_10150658696999999,"Breaking News: Hours after resigning as president of Guatemala, Otto Pérez Molina was sent to jail, an unprecedented move in Guatemalan history and a stunning conclusion to a day of swift change in the nation.",Otto Pérez Molina of Guatemala Is Jailed Hours After Resigning Presidency,link,http://nyti.ms/1EEnjac,2015-09-03 18:46:40,2015,99,750
5281959998_10150658676329999,"Vanessa Ruiz defended her pronunciation of Spanish words during English broadcasts after viewers asked why she ""rolled her Rs,"" saying she delivers them the way the language is intended to be spoken.","In Defending Her Accent, Arizona News Anchor Enters Debate Over Use of Spanish",link,http://nyti.ms/1EEkq9u,2015-09-03 18:25:01,15139,1434,2279
5281959998_10150658662814999,"“We’re always the underdog, no matter what,"" Michigan State University's left tackle Jack Conklin said about Michigan Football. ""No matter what, they come out and act like they’re the best team in the nation.”","Michigan State: Fifth in the Nation, Yet Still Second Fiddle to Michigan",link,http://nyti.ms/1JCn8J2,2015-09-03 18:10:00,1131,119,310
5281959998_10150658376719999,"Yogurt croquettes, pinned with an orchid boutonniere against a shocking-pink sunset of beetroot ginger sauce. (via The New York Times Food)

Visiting NYC? Here's where to find this dish: http://nyti.ms/1JQEX6l

Photo: Emon Hassan for The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150658376719999/?type=3,2015-09-03 17:55:01,795,59,69
5281959998_10150658264789999,How to spend 36 hours in a reinvigorated Rio de Janeiro.,36 Hours in Rio de Janeiro,link,http://nyti.ms/1LWELt8,2015-09-03 17:31:28,705,74,155
5281959998_10150658535739999,"""My little love can't open his eyes,"" the mother said as she looked at her child.",Hungarian Police Spray Family Trying to Cross Border,video,http://nyti.ms/1JQZp7n,2015-09-03 16:55:01,5122,1150,2818
5281959998_10150658574974999,The tallest mountain in North America just lost 10 feet.,"Denali Got Renamed, and Now, Has a New Height",link,http://nyti.ms/1JRbSHY,2015-09-03 16:25:01,713,81,98
5281959998_10150658363754999,Snakeskin print. Lace. Camouflage. Neon. Color blocking. It's the US Open Tennis Championships. (via New York Times Styles),"At the U.S. Open, ‘Center Court Is Like a Runway’",link,http://nyti.ms/1XkErb7,2015-09-03 15:55:00,896,16,38
5281959998_10150657054549999,"Save on coverage of fall’s biggest events with The Times Labor Day Sale, ending Sept. 8.",The Times Labor Day Sale,link,http://www.nytimes.com/subscriptions/Multiproduct/lp3HY66.html?campaignId=4RWJ6,2015-09-03 15:40:00,65,3,5
5281959998_10150658563134999,"Five of the 6 deputy county clerks for Kentucky's Rowan County agreed that they would issue marriage licenses to same-sex couples hours after a federal judge ordered their defiant boss, Kim Davis, to jail because of her refusal to do so.",Kim Davis Jailed for Contempt in Kentucky Gay Marriage Dispute,link,http://nyti.ms/1JQFVzM,2015-09-03 15:35:36,2281,364,488
5281959998_10150658225634999,"""My father generously pays for my tuition and rent. The problem is that he does not know I am gay.""",Can I Lie to My Father About Being Gay So He Will Pay for My College Education?,link,http://nyti.ms/1KtqBQ0,2015-09-03 15:25:00,1156,627,121
5281959998_10150658520109999,"For a summer delight, just add a glass of chilled white wine and a hunk of crusty bread. (via The New York Times Food)",Baked Figs and Goat Cheese Recipe,link,http://nyti.ms/1JQkaQl,2015-09-03 14:50:20,3329,187,1160
5281959998_10150658437049999,New England Patriots head coach Bill Belichick got the last laugh in many ways when a judge overturned  Tom Brady's suspension.,1991 Case Involving Bill Belichick Plays Into Tom Brady Decision,link,http://nyti.ms/1JQFkhe,2015-09-03 14:40:06,766,45,77
5281959998_10150658289769999,"New York University ""removed the Cosby name in light of recent events.""","N.Y.U. Removes Bill Cosby’s Name From Film Workshop, Joining Other Schools",link,http://nyti.ms/1XkHKz0,2015-09-03 14:30:19,2087,159,104
5281959998_10150658465639999,Editorial cartoonist Patrick Chappatte looks at the European Union's reaction to the images of a drowned Syrian boy that were widely circulated on social media. (via The New York Times Opinion),Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150658465639999/?type=3,2015-09-03 14:05:10,3600,222,1558
5281959998_10150658455309999,"Abdullah Kurdi, a refugee from Syria, choked back emotion when he described how he tried to save his wife, Rehan, and their sons, Galip, 5, and Aylan, 3, who drowned trying to make it from Turkey to Greece.",Father Recounts How He Tried to Save Drowned Boys and Wife,link,http://nyti.ms/1XlykmO,2015-09-03 13:56:47,5823,880,2392
5281959998_10150658347604999,"They danced, they talked, they rode the subway together. Then one day, he held her hand.",Much Too Much in Love to Say Good Night,link,http://nyti.ms/1Xl0ONC,2015-09-03 13:26:00,2009,94,335
5281959998_10150658435694999,"Breaking News: State prosecutors have said in court documents that they will seek the death penalty for Dylann Roof, who is charged with the racially motivated murders of 9 people in a church in Charleston, S.C.",Prosecutors to Seek Death Penalty for Dylann Roof in Charleston Shootings,link,http://nyti.ms/1Xltztv,2015-09-03 13:03:42,2601,310,176
5281959998_10150658418344999,"There seems to be a concerted effort to defame and damage Black Lives Matter, writes Charles M. Blow in The New York Times Opinion.",Ratcheting Up the Rhetoric,link,http://nyti.ms/1JQJndq,2015-09-03 12:56:11,6321,570,1946
5281959998_10150658383419999,Breaking News: A federal judge has ordered Kim Davis to jail for contempt of court because of her refusal to issue marriage licenses to same-sex couples.,Kim Davis Ordered Jailed in Kentucky Gay Marriage Dispute,link,http://nyti.ms/1JQFVzM,2015-09-03 12:20:00,51081,4365,14060
5281959998_10150658294184999,"A company policy requiring one parent to be designated as the ""primary caregiver"" can end up enforcing more traditional gender roles.

That can potentially hurt women's careers.",Parental Benefits Where One Parent Counts for More,link,http://nyti.ms/1XkIiEV,2015-09-03 11:55:12,506,48,61
5281959998_10150658303434999,"""On 'Food Network Star,' I got so tired of hearing people tell me that the reason they should have their own show is that they love food so much,"" Alton Brown says. ""Well, so freaking what? I love food. We all love food. If we don't, we die. Even supermodels in New York secretly love food. That doesn’t make you special.""",Alton Brown Has Had It With Foodies,link,http://nyti.ms/1JQhIcQ,2015-09-03 11:25:17,23626,906,3635
5281959998_10150658327174999,"When NYT book critic Dwight Garner hitchhiked through the southeastern U.S. in early 1984, he carried a bruised copy of ""Mystery Train,"" by Greil Marcus, reading it straight through twice, so intently that he didn't bother to stick out his thumb. It changed a lot of things for him, and it's the one book he wishes he could read again, for the first time.

How about you? What book do you wish you could read again for the first time, and why?","Just a Book? No, More Like a Trusty Companion",link,http://nyti.ms/1O0duFx,2015-09-03 10:55:29,620,185,248
5281959998_10150658308879999,"Hungarian Prime Minister Viktor Orban said the situation was a ""German problem"" and argued that Europe had a duty to tell migrants not to come.",Hungary Defends Handling of Migrants Amid Chaos at Train Station,link,http://nyti.ms/1JQkLS5,2015-09-03 10:25:27,1366,505,601
5281959998_10150658254704999,China's biggest rail manufacturing company will assemble new cars for Boston's subway system.,"With U.S. Factory and Boston Transit Deal, Inroad for Chinese Rail Firm",link,http://nyti.ms/1XkwMJT,2015-09-03 09:55:22,1414,347,361
5281959998_10150658258749999,Breaking News: A federal judge has overturned the NFL's suspension of New England Patriots quarterback Tom Brady.,Federal Judge Erases Tom Brady’s Suspension,link,http://nyti.ms/1XkzNd1,2015-09-03 09:25:22,25542,2466,8150
5281959998_10150658221804999,"There were 733 of them, crammed on 2 tiny boats. Food and water were running out. There were cries that the boat was beginning to leak, and they were surrounded by water.

This is the story of how they got rescued.",A Desperate Crossing,link,http://nyti.ms/1JAVCvy,2015-09-03 09:09:33,1786,203,826
5281959998_10150658218164999,"The ice bucket challenge may have worked.

Nicholas Kristof explains for The New York Times Opinion.",Payday for Ice Bucket Challenge’s Mocked Slacktivists,link,http://nyti.ms/1Fl2ziz,2015-09-03 08:32:20,838,45,200
5281959998_10150658215159999,"Until last spring, the 88-year-old thought his job was secure. Now he claims that Hunter College pushed him aside after deciding that he was simply too old.",Former Longtime Coach Accuses Hunter College of Age Discrimination,link,http://nyti.ms/1NP68FR,2015-09-03 08:09:07,454,93,64
5281959998_10150658211009999,"All of them have argued that as government employees, they should not be required to recognize same-sex marriage.",Kentucky Clerk Who Said ‘No’ to Gay Couples Won’t Be Alone in Court,link,http://nyti.ms/1QaFVzX,2015-09-03 07:28:49,528,209,116
5281959998_10150658059869999,"“Mom,” Spencer Stone said in a phone call after he thwarted a terrorist attack in France, “don’t freak out, O.K.? I’m O.K.”",A Vacation That Ended With the Legion of Honor,link,http://nyti.ms/1JOSkny,2015-09-03 06:55:00,2544,63,250
5281959998_10150658067774999,"Despite an improving economy, the take-home pay for many Americans has fallen since 2009.",Low-Income Workers See Biggest Drop in Paychecks,link,http://nyti.ms/1JOUzHC,2015-09-03 05:55:01,1303,133,471
5281959998_10150658069374999,"""He tries to personalize everything,"" Jeb Bush said of Donald J. Trump. ""If you are not totally in agreement with him, you’re an idiot, or stupid, or you have no energy, or blah, blah, blah.""","A Once-Sunny Jeb Bush, Bristling in the Long Shadow of Donald Trump",link,http://nyti.ms/1JOVIin,2015-09-03 04:55:00,1703,466,147
5281959998_10150658070449999,The leading organization for the nation’s prison and jail administrators called for sharply limiting or even ending the use of solitary confinement.,Prison Officials Join Movement to Curb Solitary Confinement,link,http://nyti.ms/1JOW8Wb,2015-09-03 03:55:00,1094,55,133
5281959998_10150658071164999,"Five Chinese Navy ships were sailing in international waters of the Bering Sea off the coast of Alaska, in what Pentagon officials said was the first such foray by Beijing.","In a First, Chinese Navy Sails Off Alaska",link,http://nyti.ms/1JOWFXS,2015-09-03 01:55:17,587,156,433
5281959998_10150658034194999,"Dean Jones made his name in a string of popular Disney films, most notably as a racecar driver in the “Love Bug” franchise.","Dean Jones, Star of Disney’s ‘The Love Bug,’ Dies at 84",link,http://nyti.ms/1NbHwXT,2015-09-03 00:55:00,1257,78,419
5281959998_10150658072649999,"Serena Williams knocked off Kiki Bertens in the second round of the U.S. Open Championships, setting up a match against Bethanie Mattek-Sands.","Serena Williams Labors in a Win, and Then a Workout",link,http://nyti.ms/1JOXjVn,2015-09-02 23:55:17,1068,62,61
5281959998_10150658038259999,Images by North Vietnamese war photographers that were featured in a book and exhibit have been found to have been manipulated.,Questions Raised About Vietnam War Photos,link,http://nyti.ms/1NbHRto,2015-09-02 22:55:00,707,58,104
5281959998_10150658041629999,"Breaking News: In a speech marking 70 years since the end of World War II, Chinese President Xi Jinping announced that he would reduce military personnel by 300,000, out of a total of two million.",China Military Parade Celebrates World War II Victory,link,http://nyti.ms/1NbGNWs,2015-09-02 22:37:12,1029,156,169
5281959998_10150658027594999,"Who was that knocking at the door at the end of the Season 1 finale of ""Mr. Robot""?",'Mr. Robot' Season 1 Finale: Who's That Knocking at My Door?,link,http://nyti.ms/1NbGTNP,2015-09-02 22:23:05,674,36,41
5281959998_10150658012424999,Marco Rubio said society needs to accommodate officials like Kim Davis who object to carrying out duties they say violate their religious beliefs.,Marco Rubio Says Government Should Respect Kim Davis's Beliefs,link,http://nyti.ms/1NbsBwE,2015-09-02 21:55:36,9031,3725,1810
5281959998_10150658005179999,"12,000 officers. More than 500 items of weaponry. About 200 aircrafts. 30 heads of state or government are in attendance.

Follow our live blog as China celebrates the 70th anniversary of the end of World War II with a vast military parade in Beijing, which critics say exude nationalist swagger.",China's Military Parade to Honor End of World War II,link,http://nyti.ms/1NbERxn,2015-09-02 21:43:05,589,42,82
5281959998_10150657982804999,"A dancing President Barack Obama joined children during a cultural performance in Alaska on Wednesday. Mr. Obama delivered promises of new aid for Arctic communities where climate change is an everyday reality. Read more here: http://nyti.ms/1NbDLlb

Photo: Doug Mills/The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150657982804999/?type=3,2015-09-02 21:25:01,10446,294,716
5281959998_10150657978594999,"As photographs of a young refugee appeared on social media, a debate broke out about the ethics of sharing such graphic images.","Brutal Images of Syrian Boy Drowned Off Turkey Must Be Seen, Activists Say",link,http://nyti.ms/1NbCdaG,2015-09-02 20:59:00,9057,516,3315
5281959998_10150657942594999,Hillary Clinton’s unlikely ally: Republicans’ own words.,Hillary Clinton Uses G.O.P.’s Words to Aid Her Arguments,link,http://nyti.ms/1Q9NM0r,2015-09-02 20:25:00,947,103,81
5281959998_10150657914839999,"The greatest purveyors of radical Islam aren’t the Iranians. The Saudis win that title hands down, Thomas Friedman writes in The New York Times Opinion.","Our Radical Islamic BFF, Saudi Arabia",link,http://nyti.ms/1NbvygW,2015-09-02 19:55:01,8718,492,2804
5281959998_10150657903524999,Can she be fired? What happens next? The most frequently asked questions about Kim Davis's refusal to issue marriage licenses in Kentucky.,What’s Next for Kentucky Clerk Who Refuses to Issue Licenses for Gay Marriage,link,http://nyti.ms/1NbuLws,2015-09-02 19:25:01,1522,1374,448
5281959998_10150657827654999,"A Syrian family in the Keleti train station in Budapest. Hungarian officials were not letting migrants without proper travel papers take trains to Germany.

More Photos of the Day: http://nyti.ms/1UssjQZ

Photo: Mauricio Lima for The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150657827654999/?type=3,2015-09-02 18:55:02,3547,781,1691
5281959998_10150657846904999,There's something missing inside backpacks these days.,Backpack Makers Rethink a Student Staple,link,http://nyti.ms/1FkffGl,2015-09-02 18:25:00,655,43,110
5281959998_10150657802449999,"Beyond a few highlights, Miley Cyrus can almost push you away, informing you with numbing frequency that she likes to get high and doesn’t care about this or that.",Review: ‘Miley Cyrus & Her Dead Petz’ Puts Faith in the Weird,link,http://nyti.ms/1XhQFBb,2015-09-02 17:55:01,688,319,43
5281959998_10150657800589999,"""Most of the people who now live in terror because local police are too intimidated to do their jobs are black,"" Nikki Haley said. ""Black lives do matter, and they have been disgracefully jeopardized by the movement that has laid waste to Ferguson and Baltimore.""",Nikki Haley Says Black Lives Matter Movement Is Endangering Black Lives,link,http://nyti.ms/1XhQq9k,2015-09-02 17:25:00,1031,461,190
5281959998_10150657799704999,Want to avoid catching a cold this winter? Start by getting more than six hours of sleep a night.,Short Sleepers May Catch More Colds,link,http://nyti.ms/1XhQhmc,2015-09-02 16:55:01,671,63,320
5281959998_10150657797999999,"Private student loans often come with a lot of fine print and some unforgiving clauses. The New York Times Business reporter Tara Siegel-Bernard is looking to talk to borrowers with private student loans who are having trouble making their payments. Perhaps you aren't earning as much as you thought? Or you're unable to get a job? Or maybe the monthly payment is just more than you can afford? If you've tried to get help from your lender, we'd love to hear about your experience. We're also looking to speak with borrowers who didn't fully understand the terms of their private student loans, which is affecting your co-signer. 

To share your story, email please email tara@nytimes.com. Thank you.",,status,,2015-09-02 16:35:17,99,39,55
5281959998_10150657792404999,This comes a week after Hillary Clinton entered such an arrangement with the party.,Bernie Sanders Said to Be Close to Signing Fund-Raising Deal With Democratic Party,link,http://www.nytimes.com/politics/first-draft/2015/09/02/bernie-sanders-said-to-be-close-to-signing-fund-raising-deal-with-democratic-party/?smid=fb-nytimes&smtyp=cur,2015-09-02 16:25:45,1133,72,91
5281959998_10150657773484999,"""He's a nice man. But he should really set the example by speaking English while in the United States,"" Donald J. Trump said.",Donald Trump Says Jeb Bush Should Stop Speaking Spanish,link,http://www.nytimes.com/politics/first-draft/2015/09/02/donald-trump-says-jeb-bush-should-stop-speaking-spanish/?smid=fb-nytimes&smtyp=cur,2015-09-02 15:55:20,2368,1340,1041
5281959998_10150657760839999,Phone plans have essentially never been more complicated.,Choosing the Best Smartphone Plan for You,link,http://www.nytimes.com/2015/09/03/technology/personaltech/choosing-the-best-smartphone-plan-for-you.html?smid=fb-nytimes&smtyp=cur,2015-09-02 15:25:11,491,77,243
5281959998_10150657740839999,"""We rarely get the opportunity to paint something that has meaning for others.""",New York Times Video,video,https://www.facebook.com/nytvideo/videos/1640121286205387/,2015-09-02 14:56:40,2226,119,0
5281959998_10150657701039999,A delicious roasted chicken recipe with more than 250 5-star ratings.,Green Goddess Roasted Chicken Recipe,link,http://cooking.nytimes.com/recipes/1015232-green-goddess-roasted-chicken?smid=fb-nytimes&smtyp=cur,2015-09-02 14:25:01,3031,169,1676
5281959998_10150657682759999,"The Rowan County clerk, Kim Davis, has said she is acting ""under God's authority.""",Kentucky Clerk Turns Away Another Gay Couple Seeking Marriage License,link,http://www.nytimes.com/2015/09/03/us/kentucky-rowan-county-clerk-kim-davis-denies-marriage-license.html?smid=fb-nytimes&smtyp=cur,2015-09-02 13:55:00,1336,1411,380
5281959998_10150657681664999,Finally answered: What kind of chair does Stephen King sit in when he writes?,Can a Novelist Be Too Productive?: Q. & A. With Stephen King,link,http://www.nytimes.com/2015/09/02/opinion/can-a-novelist-be-too-productive-q-a-with-stephen-king.html?smid=fb-nytimes&smtyp=cur,2015-09-02 13:25:00,527,52,138
5281959998_10150657676354999,"""Always Keep Smiling!!""",Idris Elba Lets 'the Street' Do the Talking,link,http://artsbeat.blogs.nytimes.com/2015/09/02/idris-elba-lets-the-street-do-the-talking/?smid=fb-nytimes&smtyp=cur,2015-09-02 12:55:12,2692,204,288
5281959998_10150657641184999,"How ""demographic upheaval"" is playing into Donald J. Trump's campaign, from The New York Times Opinion",What Donald Trump Understands About Republicans,link,http://www.nytimes.com/2015/09/02/opinion/what-donald-trump-understands-about-republicans.html?smid=fb-nytimes&smtyp=cur,2015-09-02 12:25:01,678,161,149
5281959998_10150657621974999,"Sometimes life imitates art, and sometimes it gets in the way.",Images of Palestinian Pleasure Not Allowed,link,http://www.nytimes.com/2015/09/02/world/middleeast/images-of-palestinian-pleasure-not-allowed.html?smid=fb-nytimes&smtyp=cur,2015-09-02 11:55:00,775,59,148
5281959998_10150657620629999,"""In America, it would be considered so disrespectful that the next time he came up to the plate, he’d get hit right in the neck, guaranteed.""",Bat Flipping Draws Shrugs in South Korea but Scorn in America,link,http://www.nytimes.com/2015/09/03/sports/baseball/bat-flipping-draws-shrugs-in-south-korea-but-scorn-in-america.html?smid=fb-nytimes&smtyp=cur,2015-09-02 11:44:01,807,87,155
5281959998_10150657617424999,The science is still out -- for now.,Does Exercise Change Your Brain?,link,http://well.blogs.nytimes.com/2015/09/02/physed-4/?smid=fb-nytimes&smtyp=cur,2015-09-02 11:25:01,690,38,259
5281959998_10150657610614999,"Hulu: $8 per month to watch with commercials or, now for an additional $4 per month, without commercials (there is also a free service for viewing some programs on computers and certain mobile phones)

Netflix: Starts at $8 per month, no commercials

Amazon: $99 per year for a Prime subscription, no commercials  (includes free two-day shipping on purchases of goods)",Hulu Starts a Commercial-Free Option to Rival Netflix and Amazon,link,http://www.nytimes.com/2015/09/03/business/media/hulu-starts-a-commercial-free-option-to-rival-netflix-and-amazon.html?smid=fb-nytimes&smtyp=cur,2015-09-02 10:56:51,270,56,87
5281959998_10150657589859999,"""This is a K2 nation out here.""","K2, a Potent Drug, Casts a Shadow Over an East Harlem Block",link,http://www.nytimes.com/2015/09/03/nyregion/k2-a-potent-drug-casts-a-shadow-over-an-east-harlem-block.html?smid=fb-nytimes&smtyp=cur,2015-09-02 10:25:54,1042,248,1036
5281959998_10150657577724999,"Joe Biden has traveled to South Florida more than 30 times since taking office in 2009, but this time is different, and the Democratic firmament is seized with speculation about his intentions.",Biden Trip to Florida Raises Speculation About Presidential Run,link,http://www.nytimes.com/2015/09/03/us/politics/joe-biden-florida-trip.html?smid=fb-nytimes&smtyp=cur,2015-09-02 10:01:07,359,49,37
5281959998_10150657563349999,"Breaking News: Senator Barbara Mikulski will support President Obama’s Iran nuclear accord, ensuing the deal will be implemented.",Obama Clinches Vote to Secure Iran Nuclear Deal,link,http://www.nytimes.com/2015/09/03/world/obama-clinches-vote-to-secure-iran-nuclear-deal.html?smid=fb-nytimes&smtyp=cur,2015-09-02 09:39:21,6842,329,782
5281959998_10150657541929999,"When President Barack Obama reached Bear Glacier in Alaska's Kenai Fjords park, he pronounced it “spectacular,” pointing out the icebergs in front of it, which he said were “as big as a Costco.” See more of the president's Alaska tour: http://nyti.ms/1PLiyfm",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150657541929999/?type=3,2015-09-02 09:10:01,3091,91,133
5281959998_10150657533019999,"""It’s a peculiar, lonely kind of impotence, a cancer diagnosis. If you ran a thousand miles, aced a billion exams, hit a dozen home runs, nothing could reverse or erase the fact of cancer.""

Read on in The New York Times Opinion.",Was It Cancer? Getting the Diagnosis,link,http://nyti.ms/1EBiaQh,2015-09-02 08:55:01,1939,74,620
5281959998_10150657534039999,Donald J. Trump is expected to release a tax plan in the next few weeks. What will it say?,Eight Things to Watch For in Donald Trump’s Tax Plan,link,http://nyti.ms/1Na6bfp,2015-09-02 08:40:00,110,122,27
5281959998_10150657525674999,In this summer’s migrant crisis — as with the unfinished debt crisis in Greece and the confrontation with Russia over Ukraine — Germany once again finds itself at the center of a European drama.,Migrant Crisis Gives Germany Familiar Role in Another European Drama,link,http://nyti.ms/1IIUfJD,2015-09-02 08:25:00,972,127,276
5281959998_10150657523404999,"How you (yes, you) can score tickets to Givenchy's NYFW show.  (via New York Times Styles)",Get Your Givenchy New York Fashion Week Tickets Now,link,http://nyti.ms/1O8i16P,2015-09-02 08:14:01,228,21,20
